"product_name","category","subcategory","total_orders","units_sold","total_revenue","total_profit","profit_margin","revenue_rank"
Pyle PRT45 Retro Home Telephone,Technology,Phones,1,4,201.57,22.68,0.11,1086
Fellowes Desktop Hanging File Manager,Office Supplies,Storage,4,15,201.45,50.36,0.25,1087
Xerox 1912,Office Supplies,Paper,4,11,201.08,92.57,0.46,1088
Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,5,26,200.16,80.90,0.40,1089
PayAnywhere Card Reader,Technology,Phones,5,25,199.80,17.48,0.09,1090
Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances,4,16,199.73,17.52,0.09,1091
Laser & Ink Jet Business Envelopes,Office Supplies,Envelopes,5,20,198.46,83.23,0.42,1092
Eldon 500 Class Desk Accessories,Furniture,Furnishings,6,17,197.95,60.47,0.31,1093
"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,10,42,197.83,35.33,0.18,1094
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Office Supplies,Envelopes,3,10,197.82,81.33,0.41,1095
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,Art,2,9,197.82,59.35,0.30,1095
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,Phones,5,27,197.80,54.85,0.28,1097
"Eureka Hand Vacuum, Bagless",Office Supplies,Appliances,1,4,197.72,55.36,0.28,1098
"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,Fasteners,4,27,197.61,-10.35,-0.05,1099
Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,7,32,197.17,-69.57,-0.35,1100
Xerox 225,Office Supplies,Paper,9,33,196.99,85.80,0.44,1101
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper,5,21,196.98,94.55,0.48,1102
Newell 309,Office Supplies,Art,5,20,196.35,34.65,0.18,1103
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings,5,17,196.25,55.10,0.28,1104
Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies,6,22,196.02,37.03,0.19,1105
Acme Galleria Hot Forged Steel Scissors with Colored Handles,Office Supplies,Supplies,3,13,195.05,49.86,0.26,1106
"Career Cubicle Clock, 8 1/4"", Black",Furniture,Furnishings,3,10,194.69,68.95,0.35,1107
Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,5,20,194.54,53.27,0.27,1108
Contemporary Wood/Metal Frame,Furniture,Furnishings,4,18,193.92,4.85,0.03,1109
Project Tote Personal File,Office Supplies,Storage,4,15,193.61,44.19,0.23,1110
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,9,47,191.98,50.23,0.26,1111
Computer Printout Paper with Letter-Trim Fine Perforations,Office Supplies,Paper,1,4,191.60,91.97,0.48,1112
Xerox 1895,Office Supplies,Paper,7,33,191.36,82.82,0.43,1113
Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders,7,21,191.35,29.42,0.15,1114
Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,4,16,190.77,5.16,0.03,1115
Gear Head AU3700S Headset,Technology,Phones,3,16,189.65,-11.95,-0.06,1116
Speck Products Candyshell Flip Case,Technology,Phones,4,8,188.95,-18.19,-0.10,1117
Xerox 209,Office Supplies,Paper,5,29,187.92,90.20,0.48,1118
White GlueTop Scratch Pads,Office Supplies,Paper,2,14,186.50,72.79,0.39,1119
"Wirebound Message Book, 4 per Page",Office Supplies,Paper,7,35,184.62,87.69,0.48,1120
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,6,30,184.54,67.10,0.36,1121
GBC Wire Binding Combs,Office Supplies,Binders,7,26,184.05,41.57,0.23,1122
Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,7,20,184.00,57.50,0.31,1123
"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,12,33,183.02,10.11,0.06,1124
Xerox 1955,Office Supplies,Paper,2,10,182.72,59.38,0.33,1125
"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Binders,10,42,182.51,-3.22,-0.02,1126
Deluxe Chalkboard Eraser Cleaner,Office Supplies,Art,5,17,182.49,76.46,0.42,1127
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Office Supplies,Paper,5,19,181.46,77.63,0.43,1128
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,Appliances,1,3,180.66,50.58,0.28,1129
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage,8,33,180.60,16.80,0.09,1130
"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furniture,Furnishings,2,4,180.46,-46.40,-0.26,1131
"Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings,5,18,180.31,55.82,0.31,1132
Okidata B401 Printer,Technology,Machines,1,3,179.99,-251.99,-1.40,1133
Super Decoflex Portable Personal File,Office Supplies,Storage,5,13,179.76,39.55,0.22,1134
"Elite 5"" Scissors",Office Supplies,Supplies,7,24,179.14,37.18,0.21,1135
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,10,37,179.01,5.39,0.03,1136
Xerox 1997,Office Supplies,Paper,8,30,178.85,77.76,0.43,1137
Xerox 1892,Office Supplies,Paper,2,5,178.30,79.46,0.45,1138
Personal File Boxes with Fold-Down Carry Handle,Office Supplies,Storage,5,12,177.61,37.39,0.21,1139
Avery 490,Office Supplies,Labels,5,13,177.60,81.40,0.46,1140
"Master Caster Door Stop, Brown",Furniture,Furnishings,9,38,176.78,49.38,0.28,1141
Heavy-Duty E-Z-D Binders,Office Supplies,Binders,8,29,176.74,9.06,0.05,1142
"Executive Impressions 12"" Wall Clock",Furniture,Furnishings,6,14,176.70,23.32,0.13,1143
Crate-A-Files,Office Supplies,Storage,7,18,176.58,31.39,0.18,1144
Avery 499,Office Supplies,Labels,11,40,176.29,68.72,0.39,1145
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Office Supplies,Envelopes,2,13,176.29,63.75,0.36,1146
Xerox 1996,Office Supplies,Paper,8,28,176.26,81.91,0.46,1147
"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,10,36,175.94,52.48,0.30,1148
Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,4,11,175.78,8.79,0.05,1149
Griffin GC36547 PowerJolt SE Lightning Charger,Technology,Phones,3,10,175.42,17.99,0.10,1150
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,7,37,175.39,73.87,0.42,1151
Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders,7,18,174.73,12.80,0.07,1152
Xerox 1978,Office Supplies,Paper,8,34,174.56,74.33,0.43,1153
Logitech Keyboard K120,Technology,Accessories,3,12,174.24,-19.60,-0.11,1154
Square Credit Card Reader,Technology,Phones,7,22,173.83,11.19,0.06,1155
BIC Liqua Brite Liner,Office Supplies,Art,6,27,173.50,53.58,0.31,1156
GBC Plastic Binding Combs,Office Supplies,Binders,10,30,172.69,59.78,0.35,1157
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Paper,7,32,172.67,72.70,0.42,1158
Lumber Crayons,Office Supplies,Art,6,19,171.39,55.36,0.32,1159
"4009 Highlighters by Sanford",Office Supplies,Art,8,44,171.14,53.81,0.31,1160
"DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,Furnishings,5,18,171.09,39.75,0.23,1161
Xerox 202,Office Supplies,Paper,8,28,171.07,76.72,0.45,1162
Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,Art,3,8,171.04,44.47,0.26,1163
Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders,10,41,170.98,29.73,0.17,1164
Logitech Illuminated Ultrathin Keyboard with Backlighting,Technology,Accessories,1,3,170.97,70.10,0.41,1165
Euro Pro Shark Stick Mini Vacuum,Office Supplies,Appliances,3,11,170.74,-325.63,-1.91,1166
Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,7,22,170.62,56.04,0.33,1167
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,8,32,169.83,64.58,0.38,1168
Xerox 1894,Office Supplies,Paper,5,27,169.78,78.80,0.46,1169
Xerox 1973,Office Supplies,Paper,2,8,169.02,70.35,0.42,1170
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings,5,13,168.84,78.26,0.46,1171
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings,7,23,168.74,48.82,0.29,1172
Hoover Commercial SteamVac,Office Supplies,Appliances,4,14,168.39,35.31,0.21,1173
Avery 486,Office Supplies,Labels,9,24,168.13,75.15,0.45,1174
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,Furnishings,4,7,167.93,38.62,0.23,1175
Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper,4,20,166.70,67.04,0.40,1176
Acme Softgrip Scissors,Office Supplies,Supplies,4,23,166.06,33.13,0.20,1177
Xerox 1968,Office Supplies,Paper,5,26,165.66,75.35,0.45,1178
GBC Instant Report Kit,Office Supplies,Binders,13,50,164.99,3.24,0.02,1179
Xerox 195,Office Supplies,Paper,8,27,164.33,70.54,0.43,1180
Security-Tint Envelopes,Office Supplies,Envelopes,9,23,163.50,73.88,0.45,1181
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Furniture,Furnishings,3,15,163.33,3.14,0.02,1182
"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,5,11,161.92,26.11,0.16,1183
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,Paper,6,25,161.32,59.57,0.37,1184
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,5,23,160.54,46.56,0.29,1185
"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,Paper,4,19,160.34,65.14,0.41,1186
RCA ViSYS 25423RE1 Corded phone,Technology,Phones,1,2,159.98,14.00,0.09,1187
Acme Office Executive Series Stainless Steel Trimmers,Office Supplies,Supplies,7,21,159.40,26.22,0.16,1188
Avery 489,Office Supplies,Labels,5,16,159.39,73.28,0.46,1189
"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings,6,22,159.25,47.60,0.30,1190
"Ultra Door Kickplate, 8""H x 34""W",Furniture,Furnishings,2,10,158.24,27.69,0.18,1191
Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,1,5,157.92,17.77,0.11,1192
GBC Personal VeloBind Strips,Office Supplies,Binders,7,27,156.94,-11.26,-0.07,1193
Artistic Insta-Plaque,Furniture,Furnishings,3,10,156.80,61.15,0.39,1194
Xerox 1936,Office Supplies,Paper,3,9,155.84,60.54,0.39,1195
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings,5,20,155.71,20.64,0.13,1196
Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,Paper,5,25,155.52,71.28,0.46,1197
"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings,5,17,155.38,52.83,0.34,1198
Avery 503,Office Supplies,Labels,4,15,155.25,74.52,0.48,1199
Xerox 1918,Office Supplies,Paper,1,4,155.04,75.97,0.49,1200
Imation 30456 USB Flash Drive 8GB,Technology,Accessories,5,23,154.56,8.56,0.06,1201
"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,7,27,154.34,42.30,0.27,1202
"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,Labels,6,29,153.72,55.06,0.36,1203
Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,Labels,7,23,153.51,64.40,0.42,1204
"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,6,18,152.14,54.07,0.36,1205
"Master Big Foot Doorstop, Beige",Furniture,Furnishings,6,30,152.06,42.77,0.28,1206
Nu-Dell Oak Frame,Furniture,Furnishings,3,16,151.66,35.46,0.23,1207
Xerox 217,Office Supplies,Paper,8,25,151.63,67.39,0.44,1208
Southworth 100% Cotton The Best Paper,Office Supplies,Paper,3,15,151.54,65.44,0.43,1209
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Appliances,4,12,151.06,47.98,0.32,1210
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,Accessories,5,14,150.67,41.96,0.28,1211
Xerox 205,Office Supplies,Paper,4,24,150.34,69.47,0.46,1212
Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances,5,15,149.92,22.97,0.15,1213
Xerox 1948,Office Supplies,Paper,3,15,149.85,67.43,0.45,1214
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,Furnishings,5,15,149.70,41.92,0.28,1215
Sanford Liquid Accent Highlighters,Office Supplies,Art,5,24,149.63,48.63,0.33,1216
Ultra Door Push Plate,Furniture,Furnishings,7,34,149.26,37.41,0.25,1217
KeyTronic KT400U2 - Keyboard - Black,Technology,Accessories,3,15,148.03,24.67,0.17,1218
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Technology,Phones,4,9,147.93,-31.98,-0.22,1219
Xerox 1993,Office Supplies,Paper,8,24,147.74,68.43,0.46,1220
Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,Appliances,2,6,147.53,-36.88,-0.25,1221
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances,4,9,147.26,48.76,0.33,1222
"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders,13,44,147.03,50.72,0.34,1223
"GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies,Binders,6,17,146.98,18.41,0.13,1224
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,8,21,146.69,64.86,0.44,1225
Maxell 4.7GB DVD-RW 3/Pack,Technology,Accessories,4,10,146.56,41.42,0.28,1226
Xerox 1905,Office Supplies,Paper,5,23,146.45,68.95,0.47,1227
Tensor Brushed Steel Torchiere Floor Lamp,Furniture,Furnishings,4,10,146.11,6.80,0.05,1228
Newell 315,Office Supplies,Art,6,25,145.91,33.79,0.23,1229
"Personal Folder Holder, Ebony",Office Supplies,Storage,6,14,145.73,35.87,0.25,1230
"DAX Cubicle Frames, 8-1/2 x 11",Furniture,Furnishings,4,17,145.69,52.45,0.36,1231
Xerox 220,Office Supplies,Paper,8,25,145.15,60.91,0.42,1232
Astroparche Fine Business Paper,Office Supplies,Paper,6,29,144.67,65.05,0.45,1233
Telescoping Adjustable Floor Lamp,Furniture,Furnishings,6,10,143.93,-6.00,-0.04,1234
Xerox 203,Office Supplies,Paper,6,24,143.86,62.99,0.44,1235
"Wilson Jones Hanging View Binder, White, 1""",Office Supplies,Binders,7,23,143.42,55.24,0.39,1236
Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,11,41,143.01,-2.18,-0.02,1237
Xerox 192,Office Supplies,Paper,6,22,142.56,68.43,0.48,1238
Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders,6,13,142.05,18.94,0.13,1239
Ibico Recycled Grain-Textured Covers,Office Supplies,Binders,4,8,141.61,3.45,0.02,1240
Xerox 23,Office Supplies,Paper,6,23,141.26,63.76,0.45,1241
Xerox 212,Office Supplies,Paper,7,25,141.26,57.02,0.40,1242
"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,Art,7,20,139.87,28.27,0.20,1243
"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,7,44,139.62,59.28,0.42,1244
"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,5,24,139.44,43.23,0.31,1245
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,8,30,139.39,52.27,0.38,1246
Xerox 1903,Office Supplies,Paper,6,24,138.74,65.54,0.47,1247
Xerox 1930,Office Supplies,Paper,5,24,138.67,59.36,0.43,1248
Things To Do Today Pad,Office Supplies,Paper,7,26,138.53,59.17,0.43,1249
"50 Colored Long Pencils",Office Supplies,Art,5,14,138.18,32.92,0.24,1250
"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,4,22,138.16,58.03,0.42,1251
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders,6,27,137.81,-14.41,-0.10,1252
Acco 3-Hole Punch,Office Supplies,Binders,9,36,137.53,55.54,0.40,1253
Xerox 2,Office Supplies,Paper,9,25,137.38,53.14,0.39,1254
GBC Binding covers,Office Supplies,Binders,3,11,137.27,58.92,0.43,1255
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,8,31,137.17,47.73,0.35,1256
Avery 476,Office Supplies,Labels,10,37,137.12,54.60,0.40,1257
Riverleaf Stik-Withit Designer Note Cubes,Office Supplies,Paper,5,15,136.82,55.33,0.40,1258
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Binders,9,41,136.73,4.37,0.03,1259
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Furniture,Tables,1,2,136.46,15.35,0.11,1260
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders,4,15,136.44,13.64,0.10,1261
Xerox 1947,Office Supplies,Paper,5,25,136.34,54.12,0.40,1262
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,7,28,136.34,56.12,0.41,1262
Stiletto Hand Letter Openers,Office Supplies,Supplies,4,17,136.32,-21.98,-0.16,1264
Memorex Froggy Flash Drive 4 GB,Technology,Accessories,5,14,136.28,42.42,0.31,1265
Avery Metallic Poly Binders,Office Supplies,Binders,6,31,135.80,43.43,0.32,1266
"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,5,25,135.65,44.59,0.33,1267
Xerox 222,Office Supplies,Paper,7,22,134.78,60.65,0.45,1268
Wilson Jones Impact Binders,Office Supplies,Binders,9,42,134.68,23.72,0.18,1269
Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Binders,2,14,133.86,21.83,0.16,1270
Xerox 1959,Office Supplies,Paper,6,21,133.60,60.65,0.45,1271
Eldon 200 Class Desk Accessories,Furniture,Furnishings,7,22,133.14,39.19,0.29,1272
OtterBox Defender Series Case - iPhone 5c,Technology,Phones,2,5,133.13,3.70,0.03,1273
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper,10,24,132.89,60.92,0.46,1274
Hewlett-Packard 300S Scientific Calculator,Technology,Machines,2,10,131.10,60.31,0.46,1275
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,11,45,131.10,18.41,0.14,1276
Xerox 1977,Office Supplies,Paper,6,20,130.93,61.46,0.47,1277
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,5,24,129.17,55.97,0.43,1278
Harmony HEPA Quiet Air Purifiers,Office Supplies,Appliances,4,12,128.70,37.44,0.29,1279
OIC Binder Clips,Office Supplies,Fasteners,7,38,128.16,60.14,0.47,1280
Newell 325,Office Supplies,Art,6,34,128.03,29.74,0.23,1281
PowerGen Dual USB Car Charger,Technology,Phones,4,14,127.87,52.35,0.41,1282
Newell 347,Office Supplies,Art,7,32,127.54,30.30,0.24,1283
Xerox 230,Office Supplies,Paper,5,21,127.01,56.25,0.44,1284
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones,3,13,126.36,36.64,0.29,1285
"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper,5,13,125.84,60.40,0.48,1286
DAX Cubicle Frames - 8x10,Furniture,Furnishings,5,26,125.79,20.77,0.17,1287
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,Envelopes,4,13,125.17,52.37,0.42,1288
Dell Slim USB Multimedia Keyboard,Technology,Accessories,2,5,125.00,30.00,0.24,1289
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",Office Supplies,Paper,5,20,124.80,56.16,0.45,1290
Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,3,17,124.74,37.04,0.30,1291
Xerox 1928,Office Supplies,Paper,4,26,124.61,49.10,0.39,1292
"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders,4,26,124.59,42.05,0.34,1293
"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,4,19,124.59,26.21,0.21,1294
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,Art,3,4,124.49,26.28,0.21,1295
Xerox 21,Office Supplies,Paper,7,24,124.42,43.55,0.35,1296
Avery Hi-Liter Smear-Safe Highlighters,Office Supplies,Art,6,24,123.81,34.11,0.28,1297
"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,6,21,123.12,30.59,0.25,1298
VariCap6 Expandable Binder,Office Supplies,Binders,3,10,122.83,31.14,0.25,1299
Xerox 1907,Office Supplies,Paper,3,10,122.80,57.72,0.47,1300
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders,6,28,122.18,7.45,0.06,1301
Xerox 1995,Office Supplies,Paper,6,22,121.82,47.69,0.39,1302
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Office Supplies,Paper,3,6,121.39,48.56,0.40,1303
Avery 519,Office Supplies,Labels,6,18,121.35,51.61,0.43,1304
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,Furnishings,3,13,121.30,21.71,0.18,1305
Crayola Colored Pencils,Office Supplies,Art,11,40,120.70,32.80,0.27,1306
Xerox 227,Office Supplies,Paper,8,22,120.53,46.40,0.38,1307
Xerox 232,Office Supplies,Paper,4,19,120.53,56.51,0.47,1308
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,6,22,119.97,47.60,0.40,1309
Cardinal Slant-D Ring Binders,Office Supplies,Binders,5,17,119.92,46.06,0.38,1310
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",Furniture,Bookcases,1,1,119.83,-12.69,-0.11,1311
DAX Clear Channel Poster Frame,Furniture,Furnishings,3,10,119.56,27.70,0.23,1312
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,Phones,5,11,119.51,-20.52,-0.17,1313
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,Paper,5,19,119.21,52.01,0.44,1314
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art,6,29,118.72,43.71,0.37,1315
Newell 314,Office Supplies,Art,7,24,118.30,17.86,0.15,1316
"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,10,46,117.74,-8.55,-0.07,1317
"SlimView Poly Binder, 3/8""",Office Supplies,Binders,7,40,117.59,5.70,0.05,1318
"Electrix Incandescent Magnifying Lamp, Black",Furniture,Furnishings,2,5,117.28,-16.49,-0.14,1319
Strathmore Photo Frame Cards,Office Supplies,Paper,4,16,116.96,53.80,0.46,1320
Avery Hole Reinforcements,Office Supplies,Binders,9,32,116.50,14.83,0.13,1321
"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,7,34,116.22,37.50,0.32,1322
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,Paper,6,26,115.43,47.22,0.41,1323
Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,6,16,115.24,42.31,0.37,1324
Longer-Life Soft White Bulbs,Furniture,Furnishings,10,44,115.19,44.72,0.39,1325
Wilson Jones Active Use Binders,Office Supplies,Binders,6,21,115.02,37.06,0.32,1326
Xerox 1949,Office Supplies,Paper,8,28,114.54,43.43,0.38,1327
Xerox 1971,Office Supplies,Paper,6,28,113.85,47.94,0.42,1328
Avery File Folder Labels,Office Supplies,Labels,13,44,113.47,48.84,0.43,1329
DAX Solid Wood Frames,Furniture,Furnishings,3,13,113.33,33.32,0.29,1330
Akro-Mils 12-Gallon Tote,Office Supplies,Storage,4,13,113.20,21.55,0.19,1331
Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders,10,48,112.67,-10.14,-0.09,1332
Xerox 213,Office Supplies,Paper,6,18,111.46,50.80,0.46,1333
"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,8,31,111.19,28.26,0.25,1334
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,7,27,110.76,42.90,0.39,1335
SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders,8,22,110.59,6.03,0.05,1336
Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,6,28,110.48,29.24,0.26,1337
Self-Adhesive Removable Labels,Office Supplies,Labels,7,35,110.25,52.92,0.48,1338
Xerox 204,Office Supplies,Paper,4,17,110.16,52.88,0.48,1339
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper,6,19,110.16,46.14,0.42,1339
Xerox 201,Office Supplies,Paper,5,19,110.16,46.14,0.42,1339
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,Paper,5,17,110.02,43.78,0.40,1342
Recycled Premium Regency Composition Covers,Office Supplies,Binders,3,9,110.02,39.88,0.36,1342
Avery 516,Office Supplies,Labels,4,15,109.65,51.54,0.47,1344
"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,Paper,6,15,109.58,49.08,0.45,1345
Xerox 1962,Office Supplies,Paper,7,28,109.57,43.66,0.40,1346
Dana Swing-Arm Lamps,Furniture,Furnishings,7,15,108.94,-11.21,-0.10,1347
#10 Self-Seal White Envelopes,Office Supplies,Envelopes,4,10,108.68,52.12,0.48,1348
GBC Standard Plastic Binding Systems' Combs,Office Supplies,Binders,8,30,108.64,5.02,0.05,1349
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,Paper,3,17,108.42,44.99,0.41,1350
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,4,15,108.08,6.76,0.06,1351
"3M Hangers With Command Adhesive",Furniture,Furnishings,8,33,108.04,36.00,0.33,1352
Micro Innovations Wireless Classic Keyboard with Mouse,Technology,Accessories,2,4,107.96,9.60,0.09,1353
SanDisk Cruzer 16 GB USB Flash Drive,Technology,Accessories,3,10,107.91,14.92,0.14,1354
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Paper,8,25,106.72,47.19,0.44,1355
Avery 518,Office Supplies,Labels,8,35,106.47,49.14,0.46,1356
HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Paper,4,19,106.35,50.34,0.47,1357
"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,4,15,106.29,49.50,0.47,1358
Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,Appliances,5,10,106.17,2.79,0.03,1359
